batch_key,source_id,year,rank,category,distinction,source_url,venue_name,city_label,country_label,venue_category,venue_status,price_symbol_raw,note,michelin_guide,name_native_michelin
michelin-2026-china,michelin,2026,,Three Stars,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/chao-shang-chao,Chao Shang Chao (Chaoyang),Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,潮上潮 (朝阳)
michelin-2026-china,michelin,2026,,Three Stars,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/xin-rong-ji-xinyuan-south-road,Xin Rong Ji (Xinyuan South Road),Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,新荣记 (新源南路)
michelin-2026-china,michelin,2026,,Two Stars,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/blackswan,Blackswan,Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,黑天鹅
michelin-2026-china,michelin,2026,,Two Stars,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/jingji,Jingji,Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,京季
michelin-2026-china,michelin,2026,,Two Stars,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/king-s-joy,King's Joy,Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,京兆尹
michelin-2026-china,michelin,2026,,Two Stars,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/lamdre,Lamdre,Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,兰斋
michelin-2026-china,michelin,2026,,Two Stars,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/lu-shang-lu,Lu Shang Lu,Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,鲁上鲁
michelin-2026-china,michelin,2026,,Two Stars,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/shanghai-cuisine,Shanghai Cuisine,Beijing,China,restaurant,,¥¥¥,,beijing-2026,屋里厢
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/cai-yi-xuan,Cai Yi Xuan,Beijing,China,restaurant,,¥¥¥,,beijing-2026,采逸轩
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/chao-shang-chao-xicheng,Chao Shang Chao (Xicheng),Beijing,China,restaurant,,¥¥¥,,beijing-2026,潮上潮 (西城)
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/fu-chun-ju,Fu Chun Ju,Beijing,China,restaurant,,¥¥¥,,beijing-2026,富春居
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/furong,Furong,Beijing,China,restaurant,,¥¥¥,,beijing-2026,芙蓉无双
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/gastro-esthetics-dadong,Gastro Esthetics DaDong,Beijing,China,restaurant,,¥¥¥,,beijing-2026,美‧大董
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/giada-garden,Giada Garden,Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,迦达花园
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/il-ristorante-niko-romito-1186723,Il Ristorante - Niko Romito,Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,Il Ristorante - Niko Romito
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/jing,Jing,Beijing,China,restaurant,,¥¥¥¥,,beijing-2026,Jing
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/lei-garden-jinbao-tower,Lei Garden (Jinbao Tower),Beijing,China,restaurant,,¥¥¥,,beijing-2026,利苑 (金宝大厦)
michelin-2026-china,michelin,2026,,One Star,,https://guide.michelin.com/us/en/beijing-municipality/beijing/restaurant/lu-style,Lu Style (Anding Road),Beijing,China,restaurant,,¥¥¥,,beijing-2026,鲁采 (安定路)
